InvoiceNo,CustomerID,InvoiceDate,StockCode,Description,Quantity,UnitPrice,Country,Archetype
500162,10007,2024-10-14,SKU-1003,Notebook Set,10,12.5,United Kingdom,Champion
500163,10007,2024-10-27,SKU-1001,Ceramic Mug,14,6.5,United Kingdom,Champion
500164,10007,2024-10-27,SKU-1003,Notebook Set,7,12.5,United Kingdom,Champion
500165,10007,2024-11-10,SKU-1002,Tote Bag,5,9.0,United Kingdom,Champion
500165,10007,2024-11-10,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500165,10007,2024-11-10,SKU-1009,Photo Frame,4,10.0,United Kingdom,Champion
500166,10007,2024-11-15,SKU-1009,Photo Frame,3,10.0,United Kingdom,Champion
500166,10007,2024-11-15,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500166,10007,2024-11-15,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Champion
500167,10007,2024-12-15,SKU-1006,Candle Trio,2,18.0,United Kingdom,Champion
500167,10007,2024-12-15,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500168,10008,2023-02-10,SKU-1002,Tote Bag,5,9.0,United Kingdom,Champion
500168,10008,2023-02-10,SKU-1006,Candle Trio,2,18.0,United Kingdom,Champion
500169,10008,2023-02-14,SKU-1003,Notebook Set,8,12.5,United Kingdom,Champion
500170,10008,2023-04-12,SKU-1003,Notebook Set,5,12.5,United Kingdom,Champion
500170,10008,2023-04-12,SKU-1009,Photo Frame,7,10.0,United Kingdom,Champion
500171,10008,2023-05-08,SKU-1004,Desk Lamp,3,24.0,United Kingdom,Champion
500172,10008,2023-06-23,SKU-1010,Cushion Cover,5,15.5,United Kingdom,Champion
500173,10008,2023-06-24,SKU-1009,Photo Frame,4,10.0,United Kingdom,Champion
500173,10008,2023-06-24,SKU-1002,Tote Bag,4,9.0,United Kingdom,Champion
500173,10008,2023-06-24,SKU-1002,Tote Bag,4,9.0,United Kingdom,Champion
500174,10008,2023-07-11,SKU-1008,Water Bottle,5,14.0,United Kingdom,Champion
500175,10008,2023-09-15,SKU-1008,Water Bottle,2,14.0,United Kingdom,Champion
500175,10008,2023-09-15,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Champion
500175,10008,2023-09-15,SKU-1003,Notebook Set,2,12.5,United Kingdom,Champion
500176,10008,2023-09-25,SKU-1009,Photo Frame,5,10.0,United Kingdom,Champion
500176,10008,2023-09-25,SKU-1008,Water Bottle,4,14.0,United Kingdom,Champion
500177,10008,2023-09-29,SKU-1004,Desk Lamp,5,24.0,United Kingdom,Champion
500178,10008,2023-11-12,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500178,10008,2023-11-12,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,Champion
500178,10008,2023-11-12,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500179,10008,2023-12-14,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500179,10008,2023-12-14,SKU-1003,Notebook Set,2,12.5,United Kingdom,Champion
500180,10008,2023-12-28,SKU-1009,Photo Frame,3,10.0,United Kingdom,Champion
500180,10008,2023-12-28,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
500181,10008,2024-02-15,SKU-1003,Notebook Set,2,12.5,United Kingdom,Champion
500181,10008,2024-02-15,SKU-1009,Photo Frame,2,10.0,United Kingdom,Champion
500181,10008,2024-02-15,SKU-1010,Cushion Cover,1,15.5,United Kingdom,Champion
500182,10008,2024-02-27,SKU-1002,Tote Bag,5,9.0,United Kingdom,Champion
500183,10008,2024-04-01,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500183,10008,2024-04-01,SKU-1009,Photo Frame,2,10.0,United Kingdom,Champion
500183,10008,2024-04-01,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,Champion
500184,10008,2024-04-29,SKU-1002,Tote Bag,10,9.0,United Kingdom,Champion
500185,10008,2024-06-03,SKU-1008,Water Bottle,2,14.0,United Kingdom,Champion
500185,10008,2024-06-03,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
500185,10008,2024-06-03,SKU-1002,Tote Bag,2,9.0,United Kingdom,Champion
500186,10008,2024-06-30,SKU-1005,Throw Blanket,3,32.0,United Kingdom,Champion
500187,10008,2024-07-22,SKU-1009,Photo Frame,4,10.0,United Kingdom,Champion
500187,10008,2024-07-22,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Champion
500188,10008,2024-08-02,SKU-1003,Notebook Set,11,12.5,United Kingdom,Champion
500189,10008,2024-12-10,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500189,10008,2024-12-10,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Champion
500189,10008,2024-12-10,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Champion
500190,10009,2023-01-23,SKU-1002,Tote Bag,5,9.0,France,Champion
500190,10009,2023-01-23,SKU-1010,Cushion Cover,3,15.5,France,Champion
500191,10009,2023-02-01,SKU-1004,Desk Lamp,1,24.0,France,Champion
500191,10009,2023-02-01,SKU-1004,Desk Lamp,1,24.0,France,Champion
500191,10009,2023-02-01,SKU-1006,Candle Trio,2,18.0,France,Champion
500192,10009,2023-03-14,SKU-1008,Water Bottle,1,14.0,France,Champion
500192,10009,2023-03-14,SKU-1003,Notebook Set,2,12.5,France,Champion
500193,10009,2023-03-22,SKU-1008,Water Bottle,2,14.0,France,Champion
500193,10009,2023-03-22,SKU-1009,Photo Frame,3,10.0,France,Champion
500193,10009,2023-03-22,SKU-1010,Cushion Cover,2,15.5,France,Champion
500194,10009,2023-04-11,SKU-1006,Candle Trio,1,18.0,France,Champion
500194,10009,2023-04-11,SKU-1001,Ceramic Mug,4,6.5,France,Champion
500194,10009,2023-04-11,SKU-1005,Throw Blanket,1,32.0,France,Champion
500195,10009,2023-05-30,SKU-1003,Notebook Set,5,12.5,France,Champion
500196,10009,2023-07-13,SKU-1006,Candle Trio,5,18.0,France,Champion
500197,10009,2023-08-09,SKU-1005,Throw Blanket,1,32.0,France,Champion
500197,10009,2023-08-09,SKU-1009,Photo Frame,2,10.0,France,Champion
500197,10009,2023-08-09,SKU-1008,Water Bottle,2,14.0,France,Champion
500198,10009,2023-08-20,SKU-1002,Tote Bag,5,9.0,France,Champion
500198,10009,2023-08-20,SKU-1005,Throw Blanket,1,32.0,France,Champion
500198,10009,2023-08-20,SKU-1004,Desk Lamp,2,24.0,France,Champion
500199,10009,2023-09-08,SKU-1010,Cushion Cover,8,15.5,France,Champion
500200,10009,2023-09-21,SKU-1001,Ceramic Mug,8,6.5,France,Champion
500201,10009,2024-02-25,SKU-1008,Water Bottle,3,14.0,France,Champion
500201,10009,2024-02-25,SKU-1003,Notebook Set,3,12.5,France,Champion
500201,10009,2024-02-25,SKU-1003,Notebook Set,3,12.5,France,Champion
500202,10009,2024-03-04,SKU-1008,Water Bottle,10,14.0,France,Champion
500203,10009,2024-04-21,SKU-1005,Throw Blanket,3,32.0,France,Champion
500204,10009,2024-06-18,SKU-1006,Candle Trio,7,18.0,France,Champion
500205,10009,2024-06-25,SKU-1004,Desk Lamp,4,24.0,France,Champion
500206,10009,2024-08-05,SKU-1002,Tote Bag,11,9.0,France,Champion
500207,10009,2024-08-21,SKU-1002,Tote Bag,2,9.0,France,Champion
500207,10009,2024-08-21,SKU-1003,Notebook Set,1,12.5,France,Champion
500207,10009,2024-08-21,SKU-1008,Water Bottle,1,14.0,France,Champion
500208,10009,2024-09-13,SKU-1010,Cushion Cover,2,15.5,France,Champion
500208,10009,2024-09-13,SKU-1004,Desk Lamp,1,24.0,France,Champion
500208,10009,2024-09-13,SKU-1006,Candle Trio,2,18.0,France,Champion
500209,10009,2024-10-03,SKU-1008,Water Bottle,3,14.0,France,Champion
500209,10009,2024-10-03,SKU-1009,Photo Frame,4,10.0,France,Champion
500210,10009,2024-10-19,SKU-1008,Water Bottle,2,14.0,France,Champion
500210,10009,2024-10-19,SKU-1010,Cushion Cover,1,15.5,France,Champion
500210,10009,2024-10-19,SKU-1007,Wireless Mouse,1,21.5,France,Champion
500211,10009,2024-10-24,SKU-1004,Desk Lamp,5,24.0,France,Champion
500212,10009,2024-10-30,SKU-1007,Wireless Mouse,5,21.5,France,Champion
500213,10009,2024-11-24,SKU-1001,Ceramic Mug,12,6.5,France,Champion
500214,10009,2024-12-02,SKU-1008,Water Bottle,5,14.0,France,Champion
500214,10009,2024-12-02,SKU-1003,Notebook Set,5,12.5,France,Champion
500215,10010,2023-02-07,SKU-1008,Water Bottle,4,14.0,United Kingdom,Champion
500216,10010,2023-02-24,SKU-1005,Throw Blanket,3,32.0,United Kingdom,Champion
500217,10010,2023-07-15,SKU-1009,Photo Frame,11,10.0,United Kingdom,Champion
500218,10010,2023-07-22,SKU-1001,Ceramic Mug,3,6.5,United Kingdom,Champion
500218,10010,2023-07-22,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
500218,10010,2023-07-22,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
500219,10010,2023-08-03,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500219,10010,2023-08-03,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
500220,10010,2023-09-26,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500220,10010,2023-09-26,SKU-1009,Photo Frame,4,10.0,United Kingdom,Champion
500220,10010,2023-09-26,SKU-1009,Photo Frame,4,10.0,United Kingdom,Champion
500221,10010,2023-10-21,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
500221,10010,2023-10-21,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500221,10010,2023-10-21,SKU-1009,Photo Frame,2,10.0,United Kingdom,Champion
500222,10010,2023-11-11,SKU-1001,Ceramic Mug,19,6.5,United Kingdom,Champion
500223,10010,2023-11-26,SKU-1004,Desk Lamp,4,24.0,United Kingdom,Champion
500224,10010,2023-12-10,SKU-1001,Ceramic Mug,6,6.5,United Kingdom,Champion
500224,10010,2023-12-10,SKU-1004,Desk Lamp,2,24.0,United Kingdom,Champion
500224,10010,2023-12-10,SKU-1003,Notebook Set,3,12.5,United Kingdom,Champion
500225,10010,2023-12-24,SKU-1005,Throw Blanket,2,32.0,United Kingdom,Champion
500225,10010,2023-12-24,SKU-1010,Cushion Cover,4,15.5,United Kingdom,Champion
500226,10010,2024-02-27,SKU-1010,Cushion Cover,4,15.5,United Kingdom,Champion
500226,10010,2024-02-27,SKU-1004,Desk Lamp,3,24.0,United Kingdom,Champion
500227,10010,2024-05-28,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500227,10010,2024-05-28,SKU-1001,Ceramic Mug,2,6.5,United Kingdom,Champion
500227,10010,2024-05-28,SKU-1002,Tote Bag,2,9.0,United Kingdom,Champion
500228,10010,2024-08-08,SKU-1006,Candle Trio,3,18.0,United Kingdom,Champion
500229,10010,2024-08-27,SKU-1006,Candle Trio,4,18.0,United Kingdom,Champion
500229,10010,2024-08-27,SKU-1006,Candle Trio,4,18.0,United Kingdom,Champion
500230,10010,2024-08-29,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Champion
500230,10010,2024-08-29,SKU-1006,Candle Trio,2,18.0,United Kingdom,Champion
500231,10010,2024-12-04,SKU-1006,Candle Trio,2,18.0,United Kingdom,Champion
500231,10010,2024-12-04,SKU-1001,Ceramic Mug,6,6.5,United Kingdom,Champion
500231,10010,2024-12-04,SKU-1009,Photo Frame,4,10.0,United Kingdom,Champion
500232,10011,2023-04-07,SKU-1007,Wireless Mouse,3,21.5,United Kingdom,Champion
500232,10011,2023-04-07,SKU-1010,Cushion Cover,4,15.5,United Kingdom,Champion
500233,10011,2023-04-29,SKU-1003,Notebook Set,2,12.5,United Kingdom,Champion
500233,10011,2023-04-29,SKU-1008,Water Bottle,2,14.0,United Kingdom,Champion
500234,10011,2023-05-05,SKU-1002,Tote Bag,14,9.0,United Kingdom,Champion
500235,10011,2023-05-10,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
500235,10011,2023-05-10,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500235,10011,2023-05-10,SKU-1007,Wireless Mouse,1,21.5,United Kingdom,Champion
500236,10011,2023-05-22,SKU-1005,Throw Blanket,3,32.0,United Kingdom,Champion
500237,10011,2023-07-12,SKU-1008,Water Bottle,1,14.0,United Kingdom,Champion
500237,10011,2023-07-12,SKU-1002,Tote Bag,2,9.0,United Kingdom,Champion
500237,10011,2023-07-12,SKU-1002,Tote Bag,2,9.0,United Kingdom,Champion
500238,10011,2023-08-14,SKU-1006,Candle Trio,3,18.0,United Kingdom,Champion
500238,10011,2023-08-14,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
500239,10011,2023-09-23,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
500239,10011,2023-09-23,SKU-1009,Photo Frame,3,10.0,United Kingdom,Champion
500239,10011,2023-09-23,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500240,10011,2023-10-15,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
500240,10011,2023-10-15,SKU-1009,Photo Frame,5,10.0,United Kingdom,Champion
500240,10011,2023-10-15,SKU-1002,Tote Bag,5,9.0,United Kingdom,Champion
500241,10011,2023-10-19,SKU-1004,Desk Lamp,5,24.0,United Kingdom,Champion
500242,10011,2023-10-22,SKU-1001,Ceramic Mug,18,6.5,United Kingdom,Champion
500243,10011,2023-11-11,SKU-1002,Tote Bag,7,9.0,United Kingdom,Champion
500243,10011,2023-11-11,SKU-1005,Throw Blanket,2,32.0,United Kingdom,Champion
500244,10011,2023-11-24,SKU-1003,Notebook Set,4,12.5,United Kingdom,Champion
500244,10011,2023-11-24,SKU-1006,Candle Trio,3,18.0,United Kingdom,Champion
500245,10011,2023-12-17,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
500245,10011,2023-12-17,SKU-1002,Tote Bag,3,9.0,United Kingdom,Champion
500246,10011,2024-01-17,SKU-1009,Photo Frame,5,10.0,United Kingdom,Champion
500247,10011,2024-01-22,SKU-1007,Wireless Mouse,2,21.5,United Kingdom,Champion
500248,10011,2024-01-25,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500248,10011,2024-01-25,SKU-1006,Candle Trio,2,18.0,United Kingdom,Champion
500249,10011,2024-02-18,SKU-1001,Ceramic Mug,5,6.5,United Kingdom,Champion
500249,10011,2024-02-18,SKU-1003,Notebook Set,3,12.5,United Kingdom,Champion
500250,10011,2024-02-21,SKU-1008,Water Bottle,8,14.0,United Kingdom,Champion
500251,10011,2024-03-18,SKU-1005,Throw Blanket,3,32.0,United Kingdom,Champion
500252,10011,2024-05-05,SKU-1003,Notebook Set,2,12.5,United Kingdom,Champion
500252,10011,2024-05-05,SKU-1009,Photo Frame,3,10.0,United Kingdom,Champion
500252,10011,2024-05-05,SKU-1006,Candle Trio,1,18.0,United Kingdom,Champion
500253,10011,2024-05-12,SKU-1001,Ceramic Mug,4,6.5,United Kingdom,Champion
500253,10011,2024-05-12,SKU-1008,Water Bottle,2,14.0,United Kingdom,Champion
500253,10011,2024-05-12,SKU-1005,Throw Blanket,1,32.0,United Kingdom,Champion
500254,10011,2024-06-07,SKU-1010,Cushion Cover,3,15.5,United Kingdom,Champion
500255,10011,2024-07-03,SKU-1008,Water Bottle,4,14.0,United Kingdom,Champion
500255,10011,2024-07-03,SKU-1010,Cushion Cover,3,15.5,United Kingdom,Champion
500256,10011,2024-07-07,SKU-1008,Water Bottle,2,14.0,United Kingdom,Champion
500256,10011,2024-07-07,SKU-1009,Photo Frame,3,10.0,United Kingdom,Champion
500257,10011,2024-08-06,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500257,10011,2024-08-06,SKU-1010,Cushion Cover,2,15.5,United Kingdom,Champion
500258,10011,2024-08-12,SKU-1002,Tote Bag,12,9.0,United Kingdom,Champion
500259,10011,2024-08-24,SKU-1002,Tote Bag,5,9.0,United Kingdom,Champion
500259,10011,2024-08-24,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
500259,10011,2024-08-24,SKU-1001,Ceramic Mug,7,6.5,United Kingdom,Champion
500260,10011,2024-09-22,SKU-1010,Cushion Cover,5,15.5,United Kingdom,Champion
500261,10011,2024-12-15,SKU-1010,Cushion Cover,1,15.5,United Kingdom,Champion
500261,10011,2024-12-15,SKU-1004,Desk Lamp,1,24.0,United Kingdom,Champion
500262,10012,2023-02-17,SKU-1005,Throw Blanket,2,32.0,Spain,Champion
500263,10012,2023-04-21,SKU-1010,Cushion Cover,4,15.5,Spain,Champion
500263,10012,2023-04-21,SKU-1007,Wireless Mouse,3,21.5,Spain,Champion
500264,10012,2023-09-18,SKU-1007,Wireless Mouse,3,21.5,Spain,Champion
500264,10012,2023-09-18,SKU-1005,Throw Blanket,2,32.0,Spain,Champion
500265,10012,2023-10-17,SKU-1008,Water Bottle,6,14.0,Spain,Champion
500266,10012,2023-11-01,SKU-1005,Throw Blanket,1,32.0,Spain,Champion
500266,10012,2023-11-01,SKU-1003,Notebook Set,3,12.5,Spain,Champion
500267,10012,2023-11-19,SKU-1008,Water Bottle,3,14.0,Spain,Champion
500267,10012,2023-11-19,SKU-1002,Tote Bag,5,9.0,Spain,Champion
500268,10012,2023-12-13,SKU-1008,Water Bottle,1,14.0,Spain,Champion
500268,10012,2023-12-13,SKU-1001,Ceramic Mug,2,6.5,Spain,Champion
500268,10012,2023-12-13,SKU-1006,Candle Trio,1,18.0,Spain,Champion
500269,10012,2024-02-02,SKU-1009,Photo Frame,5,10.0,Spain,Champion
500269,10012,2024-02-02,SKU-1006,Candle Trio,3,18.0,Spain,Champion
500270,10012,2024-02-05,SKU-1006,Candle Trio,4,18.0,Spain,Champion
500271,10012,2024-02-29,SKU-1006,Candle Trio,4,18.0,Spain,Champion
500272,10012,2024-03-11,SKU-1005,Throw Blanket,1,32.0,Spain,Champion
500272,10012,2024-03-11,SKU-1004,Desk Lamp,1,24.0,Spain,Champion
500272,10012,2024-03-11,SKU-1004,Desk Lamp,1,24.0,Spain,Champion
500273,10012,2024-04-13,SKU-1003,Notebook Set,2,12.5,Spain,Champion
500273,10012,2024-04-13,SKU-1002,Tote Bag,3,9.0,Spain,Champion
500274,10012,2024-04-22,SKU-1008,Water Bottle,8,14.0,Spain,Champion
500275,10012,2024-05-10,SKU-1007,Wireless Mouse,2,21.5,Spain,Champion
500275,10012,2024-05-10,SKU-1007,Wireless Mouse,2,21.5,Spain,Champion
500276,10012,2024-06-02,SKU-1010,Cushion Cover,5,15.5,Spain,Champion
500277,10012,2024-07-05,SKU-1007,Wireless Mouse,2,21.5,Spain,Champion
500277,10012,2024-07-05,SKU-1004,Desk Lamp,1,24.0,Spain,Champion
500278,10012,2024-07-26,SKU-1006,Candle Trio,2,18.0,Spain,Champion
500278,10012,2024-07-26,SKU-1008,Water Bottle,2,14.0,Spain,Champion
500278,10012,2024-07-26,SKU-1002,Tote Bag,4,9.0,Spain,Champion
500279,10012,2024-08-12,SKU-1001,Ceramic Mug,17,6.5,Spain,Champion
500280,10012,2024-08-19,SKU-1003,Notebook Set,11,12.5,Spain,Champion
500281,10012,2024-09-19,SKU-1003,Notebook Set,2,12.5,Spain,Champion
500281,10012,2024-09-19,SKU-1002,Tote Bag,2,9.0,Spain,Champion
500281,10012,2024-09-19,SKU-1010,Cushion Cover,1,15.5,Spain,Champion
500282,10012,2024-10-09,SKU-1007,Wireless Mouse,2,21.5,Spain,Champion
500282,10012,2024-10-09,SKU-1001,Ceramic Mug,5,6.5,Spain,Champion
500283,10012,2024-10-12,SKU-1008,Water Bottle,3,14.0,Spain,Champion
500283,10012,2024-10-12,SKU-1001,Ceramic Mug,7,6.5,Spain,Champion
500283,10012,2024-10-12,SKU-1009,Photo Frame,5,10.0,Spain,Champion
500284,10012,2024-12-03,SKU-1003,Notebook Set,4,12.5,Spain,Champion
500284,10012,2024-12-03,SKU-1008,Water Bottle,4,14.0,Spain,Champion
500285,10012,2024-12-05,SKU-1004,Desk Lamp,2,24.0,Spain,Champion
500285,10012,2024-12-05,SKU-1010,Cushion Cover,2,15.5,Spain,Champion
500286,10013,2023-01-23,SKU-1003,Notebook Set,2,12.5,Netherlands,Champion
500286,10013,2023-01-23,SKU-1006,Candle Trio,2,18.0,Netherlands,Champion
500286,10013,2023-01-23,SKU-1008,Water Bottle,2,14.0,Netherlands,Champion
500287,10013,2023-01-26,SKU-1003,Notebook Set,2,12.5,Netherlands,Champion
500287,10013,2023-01-26,SKU-1004,Desk Lamp,1,24.0,Netherlands,Champion
500288,10013,2023-02-20,SKU-1002,Tote Bag,5,9.0,Netherlands,Champion
500288,10013,2023-02-20,SKU-1007,Wireless Mouse,2,21.5,Netherlands,Champion
500288,10013,2023-02-20,SKU-1010,Cushion Cover,3,15.5,Netherlands,Champion
500289,10013,2023-02-24,SKU-1005,Throw Blanket,2,32.0,Netherlands,Champion
500290,10013,2023-04-17,SKU-1010,Cushion Cover,4,15.5,Netherlands,Champion
500291,10013,2023-05-26,SKU-1007,Wireless Mouse,2,21.5,Netherlands,Champion
500292,10013,2023-08-28,SKU-1003,Notebook Set,2,12.5,Netherlands,Champion
500292,10013,2023-08-28,SKU-1002,Tote Bag,3,9.0,Netherlands,Champion
500293,10013,2024-01-01,SKU-1004,Desk Lamp,3,24.0,Netherlands,Champion
500293,10013,2024-01-01,SKU-1006,Candle Trio,4,18.0,Netherlands,Champion
500294,10013,2024-01-30,SKU-1007,Wireless Mouse,2,21.5,Netherlands,Champion
500295,10013,2024-01-31,SKU-1002,Tote Bag,4,9.0,Netherlands,Champion
500295,10013,2024-01-31,SKU-1006,Candle Trio,2,18.0,Netherlands,Champion
500295,10013,2024-01-31,SKU-1007,Wireless Mouse,2,21.5,Netherlands,Champion
500296,10013,2024-06-01,SKU-1010,Cushion Cover,2,15.5,Netherlands,Champion
500296,10013,2024-06-01,SKU-1003,Notebook Set,2,12.5,Netherlands,Champion
500297,10013,2024-06-19,SKU-1010,Cushion Cover,2,15.5,Netherlands,Champion
500297,10013,2024-06-19,SKU-1008,Water Bottle,2,14.0,Netherlands,Champion
500297,10013,2024-06-19,SKU-1009,Photo Frame,3,10.0,Netherlands,Champion
500298,10013,2024-08-28,SKU-1006,Candle Trio,3,18.0,Netherlands,Champion
500298,10013,2024-08-28,SKU-1003,Notebook Set,4,12.5,Netherlands,Champion
500299,10013,2024-12-20,SKU-1004,Desk Lamp,5,24.0,Netherlands,Champion
500300,10014,2023-01-26,SKU-1010,Cushion Cover,1,15.5,Spain,Champion
500300,10014,2023-01-26,SKU-1009,Photo Frame,2,10.0,Spain,Champion
500300,10014,2023-01-26,SKU-1010,Cushion Cover,1,15.5,Spain,Champion
500301,10014,2023-04-04,SKU-1004,Desk Lamp,1,24.0,Spain,Champion
500301,10014,2023-04-04,SKU-1006,Candle Trio,2,18.0,Spain,Champion
500302,10014,2023-05-09,SKU-1005,Throw Blanket,1,32.0,Spain,Champion
500302,10014,2023-05-09,SKU-1009,Photo Frame,1,10.0,Spain,Champion
500302,10014,2023-05-09,SKU-1002,Tote Bag,2,9.0,Spain,Champion
500303,10014,2023-06-13,SKU-1006,Candle Trio,2,18.0,Spain,Champion
500303,10014,2023-06-13,SKU-1007,Wireless Mouse,2,21.5,Spain,Champion
500303,10014,2023-06-13,SKU-1009,Photo Frame,4,10.0,Spain,Champion
500304,10014,2023-07-11,SKU-1004,Desk Lamp,2,24.0,Spain,Champion
500304,10014,2023-07-11,SKU-1008,Water Bottle,3,14.0,Spain,Champion
500304,10014,2023-07-11,SKU-1003,Notebook Set,3,12.5,Spain,Champion
500305,10014,2023-09-30,SKU-1006,Candle Trio,4,18.0,Spain,Champion
500305,10014,2023-09-30,SKU-1002,Tote Bag,7,9.0,Spain,Champion
500306,10014,2023-11-25,SKU-1004,Desk Lamp,2,24.0,Spain,Champion
500307,10014,2024-04-15,SKU-1008,Water Bottle,2,14.0,Spain,Champion
500307,10014,2024-04-15,SKU-1001,Ceramic Mug,5,6.5,Spain,Champion
500307,10014,2024-04-15,SKU-1007,Wireless Mouse,2,21.5,Spain,Champion
500308,10014,2024-05-13,SKU-1007,Wireless Mouse,2,21.5,Spain,Champion
500308,10014,2024-05-13,SKU-1005,Throw Blanket,1,32.0,Spain,Champion
500309,10014,2024-05-18,SKU-1010,Cushion Cover,4,15.5,Spain,Champion
500309,10014,2024-05-18,SKU-1003,Notebook Set,5,12.5,Spain,Champion
500310,10014,2024-07-25,SKU-1004,Desk Lamp,2,24.0,Spain,Champion
500311,10014,2024-08-08,SKU-1009,Photo Frame,6,10.0,Spain,Champion
500311,10014,2024-08-08,SKU-1007,Wireless Mouse,3,21.5,Spain,Champion
500312,10014,2024-08-12,SKU-1006,Candle Trio,2,18.0,Spain,Champion
500312,10014,2024-08-12,SKU-1002,Tote Bag,4,9.0,Spain,Champion
500312,10014,2024-08-12,SKU-1003,Notebook Set,3,12.5,Spain,Champion
500313,10014,2024-11-26,SKU-1001,Ceramic Mug,9,6.5,Spain,Champion
500313,10014,2024-11-26,SKU-1005,Throw Blanket,2,32.0,Spain,Champion
500314,10014,2024-12-27,SKU-1004,Desk Lamp,1,24.0,Spain,Champion
500314,10014,2024-12-27,SKU-1005,Throw Blanket,1,32.0,Spain,Champion
500314,10014,2024-12-27,SKU-1005,Throw Blanket,1,32.0,Spain,Champion
500315,10015,2023-01-14,SKU-1009,Photo Frame,4,10.0,United Kingdom,Champion
500315,10015,2023-01-14,SKU-1008,Water Bottle,3,14.0,United Kingdom,Champion
500316,10015,2023-02-10,SKU-1006,Candle Trio,7,18.0,United Kingdom,Champion
500317,10015,2023-02-10,SKU-1007,Wireless Mouse,5,21.5,United Kingdom,Champion
